run_id,model_id,provider,model_name,model_version,run_date,operator,input_packet_id,input_packet_hash,prompt_hash,temperature,notes,task_type,doc_id,sentence_id,span_id,metaphor_present,lexical_unit,lexical_unit_start,lexical_unit_end,source_domain,target_domain,cluster_id,koenigsberg_function,violence_logic,obligatory_frame,agency_or_absence_flag,confidence,ambiguity_flag,rival_reading,justification
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_001,doc_001_s01_p04_s05,stage4m_unit_00058,,"live through all time, or die by suicide",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_001,doc_001_s01_p12_s03,stage4m_unit_00059,,trample on the blood of his father,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_001,doc_001_s01_p17_s06,stage4m_unit_00060,,"an undecided experiment; now, it is understood to be a successful one",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_001,doc_001_s01_p17_s08,stage4m_unit_00061,,"a practical demonstration of the truth of a proposition, which had hitherto been considered, at best no better, than problematical; namely, _the capability of a people to govern themselves_",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_001,doc_001_s01_p17_s12,stage4m_unit_00062,,The experiment is successful,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_001,doc_001_s01_p23_s01,stage4m_unit_00063,,"the pillars of the temple of liberty; and now, that they have crumbled away, that temple must fall, unless we, their descendants, supply their places with other pillars",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_006g,doc_006g_s02_p33_s04,stage4m_unit_00064,,A house divided against itself cannot stand,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_006g,doc_006g_s02_p33_s05,stage4m_unit_00065,,the house to fall---but I do expect it will cease to be divided,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_006g,doc_006g_s02_p33_s06,stage4m_unit_00066,,"become all one thing, or all the other",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_006g,doc_006g_s02_p38_s04,stage4m_unit_00067,,placing it where the fathers originally placed it,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_006g,doc_006g_s02_p38_s09,stage4m_unit_00068,,the fathers of this Government placed that institution where the public mind did rest in the belief that it was in the course of ultimate extinction,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_006g,doc_006g_s02_p43_s05,stage4m_unit_00069,,the fathers of the Government expected and intended the institution of slavery to come to an end,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_006g,doc_006g_s02_p44_s04,stage4m_unit_00070,,"our fathers, as Judge Douglas assumes, made this government part slave and part free",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_006g,doc_006g_s02_p56_s07,stage4m_unit_00071,,"a wen or a cancer upon your person and not be able to cut it out lest you bleed to death; but surely it is no way to cure it, to engraft it and spread it over your whole body",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_010,doc_010_s01_p16_s02,stage4m_unit_00072,,"whether a constitutional republic, or a democracy---a government of the people, by the same people---can, or cannot, maintain its territorial integrity, against its own domestic foes",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_010,doc_010_s01_p36_s07,stage4m_unit_00073,,plighting of faith,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_010,doc_010_s01_p46_s04,stage4m_unit_00074,,"unlike the good old one, penned by Jefferson",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_010,doc_010_s01_p46_s05,stage4m_unit_00075,,"unlike our good old one, signed by Washington",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_010,doc_010_s01_p51_s01,stage4m_unit_00076,,Our popular government has often been called an experiment,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_010,doc_010_s01_p51_s02,stage4m_unit_00077,,"Two points in it, our people have already settled---the successful establishing, and the successful administering of it",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_010,doc_010_s01_p51_s03,stage4m_unit_00078,,One still remains---its successful maintenance against a formidable [internal] attempt to overthrow it,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_010,doc_010_s01_p51_s04,stage4m_unit_00079,,"It is now for them to demonstrate to the world, that those who can fairly carry an election, can also suppress a rebellion",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_010,doc_010_s01_p56_s01,stage4m_unit_00080,,renew our trust in God,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p01_s01,stage4m_unit_00081,,"brought forth on this continent, a new nation, conceived in Liberty",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p01_s01,stage4m_unit_00082,,dedicated to the proposition that all men are created equal,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p01_s01,stage4m_unit_00083,,our fathers,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p02_s01,stage4m_unit_00084,,so conceived and so dedicated,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p02_s01,stage4m_unit_00085,,"testing whether that nation, or any nation so conceived and so dedicated, can long endure",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p02_s03,stage4m_unit_00086,,gave their lives that that nation might live,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p03_s01,stage4m_unit_00087,,we can not dedicate—we can not consecrate—we can not hallow—this ground,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p03_s02,stage4m_unit_00088,,"have consecrated it, far above our poor power to add or detract",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p03_s04,stage4m_unit_00089,,dedicated here to the unfinished work which they who fought here have thus far so nobly advanced,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p03_s05,stage4m_unit_00090,,a new birth of freedom,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p03_s05,stage4m_unit_00091,,shall not perish from the earth,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p03_s05,stage4m_unit_00092,,the last full measure of devotion,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_017,doc_017_s01_p03_s05,stage4m_unit_00093,,these dead shall not have died in vain,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p02_s03,stage4m_unit_00094,,absorbs the attention and engrosses the energies of the nation,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p03_s03,stage4m_unit_00095,,dissolve the Union,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p03_s04,stage4m_unit_00096,,let it perish,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p03_s04,stage4m_unit_00097,,let the nation survive,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p03_s04,stage4m_unit_00098,,the war came,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p04_s04,stage4m_unit_00099,,rend the Union,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p04_s12,stage4m_unit_00100,,He gives to both North and South this terrible war as the woe due to those by whom the offense came,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p04_s12,stage4m_unit_00101,,"in the providence of God, must needs come, but which, having continued through His appointed time, He now wills to remove",,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p04_s12,stage4m_unit_00102,,The Almighty has His own purposes,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p04_s13,stage4m_unit_00103,,this mighty scourge of war,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p04_s14,stage4m_unit_00104,,every drop of blood drawn with the lash shall be paid by another drawn with the sword,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p05_s01,stage4m_unit_00105,,bind up the nation's wounds,,,,,,,,,,,,,
,,,,,,,stage4m_d45620cd10dd4be1,eeee9ecdc2f9ff04b8e07fcea415f25d56926f35c34a4f7365ba6e12813a3c04,999f4947f7bcd23fb3872101840c1bb442e13f54ead6db6d1494bac7c827b6fb,,,field_agreement,doc_021,doc_021_s01_p05_s01,stage4m_unit_00106,,finish the work we are in,,,,,,,,,,,,,
